10I4842000 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
添加挂单数据-- 10I4842891 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842892 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842893 : [21.05, 1900, 0, 0, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842894 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
添加挂单数据-- 10I4842895 : [21.05, 9093, 0, 9093, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842896 : [46.3, 1400, 0, 0, ('szyc08', '300171'), 2]
添加挂单数据-- 10I4842897 : [31.77, 900, 900, 0, ('shyc08', '600338'), 2]
添加挂单数据-- 10I4842898 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842899 : [7.49, 6900, 0, 6900, ('szyc08', '000822'), 2]
添加挂单数据-- 10I4842900 : [46.46, 1200, 0, 0, ('shyc08', '603348'), 2]
添加挂单数据-- 10I4842901 : [33.05, 1300, 0, 0, ('szyc08', '300693'), 2]
添加挂单数据-- 10I4842902 : [21.05, 752, 752, 0, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842903 : [15.06, 1500, 0, 1500, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842904 : [510.0, 700, 700, 0, ('szyc08', '300750'), 1]
添加挂单数据-- 10I4842905 : [13.9, 900, 900, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842906 : [29.02, 2000, 0, 0, ('szyc08', '300629'), 2]
添加挂单数据-- 10I4842907 : [9.58, 6700, 0, 6700, ('szyc08', '300716'), 2]
添加挂单数据-- 10I4842908 : [14.86, 1200, 0, 0, ('szyc08', '300424'), 2]
添加挂单数据-- 10I4842909 : [12.65, 3400, 0, 3400, ('szyc08', '002927'), 2]
添加挂单数据-- 10I4842910 : [19.12, 4500, 0, 4500, ('szyc08', '000887'), 2]
添加挂单数据-- 10I4842911 : [42.39, 1500, 0, 0, ('szyc08', '300656'), 1]
添加挂单数据-- 10I4842912 : [9.89, 700, 700, 0, ('szyc08', '300153'), 1]
添加挂单数据-- 10I4842913 : [13.15, 5900, 0, 5900, ('szyc08', '000933'), 1]
添加挂单数据-- 10I4842914 : [9.81, 2900, 0, 0, ('szyc08', '000925'), 1]
添加挂单数据-- 10I4842915 : [12.17, 5600, 0, 5600, ('szyc08', '002312'), 1]
添加挂单数据-- 10I4842916 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842917 : [21.05, 410, 400, 0, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842918 : [13.9, 7300, 0, 7300, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842919 : [21.05, 3477, 0, 3477, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842920 : [10.45, 800, 800, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842921 : [15.06, 1600, 0, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842922 : [21.05, 7602, 0, 7602, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842923 : [510.0, 700, 700, 0, ('szyc08', '300750'), 1]
添加挂单数据-- 10I4842924 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842926 : [10.45, 800, 800, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842927 : [21.05, 2196, 0, 0, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842928 : [13.9, 4800, 0, 4800, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842929 : [10.45, 600, 600, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842930 : [21.05, 1341, 0, 0, ('shyc08', '688260'), 2]
添加挂单数据-- 10I4842931 : [15.59, 200, 200, 0, ('shyc08', '603309'), 2]
添加挂单数据-- 10I4842932 : [13.9, 1100, 0, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842933 : [510.0, 600, 600, 0, ('szyc08', '300750'), 1]
添加挂单数据-- 10I4842934 : [21.05, 1532, 0, 0, ('shyc08', '688260'), 2]
所有委托数据-- 10I4842000 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842001 : [22.96, 10600, 0, 10600, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842002 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842003 : [22.96, 1600, 0, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842004 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842005 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842006 : [22.96, 200, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842007 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842008 : [105.11, 300, 200, 100, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842009 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842010 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842011 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842012 : [22.96, 900, 900, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842013 : [22.96, 400, 400, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842014 : [22.96, 700, 700, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842015 : [36.55, 20000, 0, 20000, ('szyc08', '000831'), 1]
所有委托数据-- 10I4842016 : [22.96, 300, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842017 : [62.15, 57300, 0, 57300, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842018 : [62.15, 58100, 0, 58100, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842019 : [105.11, 286, 200, 86, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842020 : [22.96, 200, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842021 : [22.96, 800, 800, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842022 : [62.15, 58100, 0, 58100, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842023 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842024 : [31.77, 22700, 0, 22700, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842025 : [22.96, 400, 400, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842026 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842027 : [22.96, 1600, 0, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842028 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842029 : [22.96, 200, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842030 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842031 : [22.96, 500, 500, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842032 : [22.96, 300, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842033 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842034 : [22.96, 200, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842035 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842036 : [22.96, 700, 700, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842037 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842038 : [105.11, 279, 200, 79, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842039 : [22.96, 900, 900, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842040 : [22.96, 300, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842041 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842042 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842043 : [22.96, 900, 900, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842044 : [22.96, 700, 700, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842045 : [62.15, 59800, 0, 59800, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842046 : [22.96, 300, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842047 : [22.96, 200, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842048 : [22.96, 2600, 0, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842049 : [22.96, 400, 400, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842050 : [22.96, 300, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842051 : [105.11, 253, 200, 53, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842052 : [22.96, 300, 200, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842053 : [22.96, 800, 800, 0, ('shyc08', '603115'), 1]
所有委托数据-- 10I4842054 : [12.54, 100, 100, 0, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842055 : [36.55, 100, 100, 0, ('szyc08', '000831'), 1]
所有委托数据-- 10I4842056 : [31.77, 100, 100, 0, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842057 : [15.06, 100, 100, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842058 : [13.93, 100, 100, 0, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842059 : [12.54, 20000, 0, 20000, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842060 : [36.55, 20000, 0, 20000, ('szyc08', '000831'), 1]
所有委托数据-- 10I4842061 : [15.06, 3200, 0, 3200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842062 : [17.65, 100, 100, 0, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842063 : [62.15, 100, 100, 0, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842064 : [19.06, 100, 100, 0, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842065 : [31.77, 18900, 0, 18900, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842066 : [105.11, 200, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842067 : [13.93, 20000, 0, 20000, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842068 : [12.54, 19000, 0, 19000, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842069 : [36.55, 20000, 0, 20000, ('szyc08', '000831'), 1]
所有委托数据-- 10I4842070 : [15.06, 1300, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842071 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842072 : [19.06, 20000, 0, 20000, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842073 : [62.15, 20000, 0, 20000, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842074 : [105.11, 3865, 0, 3865, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842075 : [31.77, 100, 100, 0, ('shyc08', '600338'), 1]
所有委托数据-- 10I4842076 : [13.93, 20000, 0, 20000, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842077 : [12.54, 4100, 0, 4100, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842078 : [36.55, 1100, 0, 0, ('szyc08', '000831'), 1]
所有委托数据-- 10I4842079 : [15.06, 400, 400, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842080 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842081 : [19.06, 20000, 0, 20000, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842082 : [62.15, 20000, 0, 20000, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842083 : [13.93, 20000, 0, 20000, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842084 : [12.54, 2500, 0, 0, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842085 : [15.06, 3300, 0, 3300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842086 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842087 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842088 : [62.15, 20000, 0, 20000, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842089 : [19.06, 20000, 0, 20000, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842090 : [13.93, 20000, 0, 20000, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842091 : [12.54, 3500, 0, 3500, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842092 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842093 : [19.06, 20000, 0, 20000, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842094 : [62.15, 1300, 0, 0, ('szyc08', '300450'), 1]
所有委托数据-- 10I4842098 : [13.93, 20000, 0, 20000, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842099 : [12.54, 5000, 0, 5000, ('szyc08', '000811'), 1]
所有委托数据-- 10I4842100 : [19.06, 6700, 0, 6700, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842101 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842102 : [105.11, 524, 524, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842103 : [13.93, 20000, 0, 20000, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842104 : [15.06, 2200, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842105 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842106 : [19.06, 20000, 0, 20000, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842107 : [105.11, 2034, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842108 : [13.93, 7500, 0, 7500, ('szyc08', '000066'), 2]
所有委托数据-- 10I4842109 : [15.06, 900, 900, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842110 : [25.5, 100, 100, 0, ('szyc08', '002518'), 1]
所有委托数据-- 10I4842111 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842112 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842113 : [19.06, 1300, 0, 1300, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842114 : [105.11, 843, 843, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842115 : [15.06, 2300, 0, 2300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842116 : [25.5, 20000, 0, 20000, ('szyc08', '002518'), 1]
所有委托数据-- 10I4842117 : [19.06, 13600, 0, 13600, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842118 : [25.5, 20000, 0, 20000, ('szyc08', '002518'), 1]
所有委托数据-- 10I4842119 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842120 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842121 : [19.06, 800, 800, 0, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842127 : [25.5, 10100, 0, 10100, ('szyc08', '002518'), 1]
所有委托数据-- 10I4842128 : [17.65, 21200, 0, 21200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842129 : [105.11, 1428, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842130 : [15.06, 3000, 0, 3000, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842131 : [20.28, 500, 500, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842132 : [17.65, 11200, 0, 11200, ('szyc08', '300340'), 1]
所有委托数据-- 10I4842133 : [19.06, 12900, 0, 12900, ('szyc08', '300501'), 2]
所有委托数据-- 10I4842134 : [105.11, 376, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842135 : [12.35, 100, 100, 0, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842136 : [105.11, 819, 819, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842139 : [9.78, 100, 100, 0, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842140 : [15.06, 1600, 0, 1600, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842141 : [105.11, 361, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842142 : [9.78, 20000, 0, 20000, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842143 : [15.06, 3800, 0, 3800, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842144 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842145 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842146 : [9.78, 20000, 0, 20000, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842147 : [20.28, 600, 600, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842148 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842149 : [9.78, 20000, 0, 20000, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842150 : [15.06, 6000, 0, 6000, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842151 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842152 : [105.11, 2281, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842153 : [9.78, 20000, 0, 20000, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842154 : [12.35, 19500, 0, 19500, ('shyc08', '600348'), 1]
所有委托数据-- 10I4842155 : [105.11, 567, 567, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842159 : [9.78, 11300, 0, 11300, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842160 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842161 : [13.9, 100, 100, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842162 : [105.11, 533, 533, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842163 : [35.3, 100, 100, 0, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842164 : [19.66, 100, 100, 0, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842165 : [9.78, 10300, 0, 10300, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842166 : [15.06, 2400, 0, 2400, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842167 : [12.59, 100, 100, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842168 : [105.11, 245, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842169 : [35.3, 20000, 0, 20000, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842170 : [19.66, 8800, 0, 8800, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842171 : [9.78, 6500, 0, 6500, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842172 : [15.06, 300, 200, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842173 : [12.59, 900, 900, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842174 : [20.28, 300, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842175 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842176 : [35.3, 20000, 0, 20000, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842177 : [19.66, 3000, 0, 0, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842178 : [9.78, 8100, 0, 8100, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842179 : [15.06, 4700, 0, 4700, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842180 : [105.11, 826, 826, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842181 : [35.3, 20000, 0, 20000, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842182 : [19.66, 4600, 0, 4600, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842183 : [9.78, 9900, 0, 9900, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842184 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842185 : [15.06, 3200, 0, 3200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842186 : [105.11, 450, 400, 50, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842189 : [35.3, 3600, 0, 3600, ('shyc08', '600141'), 1]
所有委托数据-- 10I4842190 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842191 : [19.66, 4300, 0, 4300, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842192 : [9.78, 1300, 0, 0, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842193 : [12.59, 2600, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842194 : [19.66, 7400, 0, 7400, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842195 : [9.78, 20000, 0, 20000, ('szyc08', '000848'), 1]
所有委托数据-- 10I4842196 : [12.59, 2500, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842197 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842198 : [19.66, 7300, 0, 7300, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842199 : [15.06, 5600, 0, 5600, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842200 : [105.11, 611, 611, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842201 : [19.66, 3900, 0, 3900, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842202 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842203 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842204 : [105.11, 539, 539, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842205 : [19.66, 9200, 0, 9200, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842206 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842209 : [19.66, 4500, 0, 4500, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842210 : [15.06, 2900, 0, 2900, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842211 : [13.9, 2200, 0, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842212 : [105.11, 311, 200, 111, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842213 : [19.66, 2600, 0, 0, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842214 : [15.06, 700, 700, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842215 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842216 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842217 : [105.11, 470, 400, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842218 : [19.66, 2900, 0, 0, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842219 : [15.06, 1400, 0, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842220 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842221 : [105.11, 210, 200, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842222 : [19.66, 4600, 0, 4600, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842223 : [15.06, 2200, 0, 2200, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842224 : [19.66, 200, 200, 0, ('szyc08', '000422'), 1]
所有委托数据-- 10I4842225 : [15.06, 1300, 0, 1300, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842226 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842227 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
所有委托数据-- 10I4842228 : [105.11, 2604, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842231 : [15.06, 400, 400, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842232 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
所有委托数据-- 10I4842233 : [105.11, 1300, 0, 0, ('shyc08', '688800'), 1]
所有委托数据-- 10I4842234 : [15.06, 1000, 1000, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842235 : [12.59, 1700, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842236 : [5.91, 100, 100, 0, ('szyc08', '300510'), 2]
所有委托数据-- 10I4842237 : [15.06, 1000, 1000, 0, ('szyc08', '002213'), 1]
所有委托数据-- 10I4842238 : [12.59, 1200, 0, 0, ('szyc08', '002286'), 1]
所有委托数据-- 10I4842239 : [5.91, 54400, 0, 54400, ('szyc08', '300510'), 2]
